No.,Planet Name,Planet Host,Num Stars,Num Planets,Discovery Method,Discovery Year,Discovery Facility,Orbital Period Days,Orbit Semi-Major Axis,Mass,Eccentricity,Insolation Flux,Equilibrium Temperature,Spectral Type,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Stellar Metallicity,Stellar Metallicity Ratio,Stellar Surface Gravity,Distance,Gaia Magnitude
149,EPIC 212587672 c,EPIC 212587672,1,2,Transit,2016,K2,23.228555,,,,,658,,6004,0.98,0.99,-0.18,[Fe/H],4.45,320.07,12.2038
150,EPIC 212624936 b,EPIC 212624936,1,2,Transit,2021,K2,0.578657,,,,,,,5765,0.93,,-0.39,[Fe/H],4.4,561.929,13.8326
151,EPIC 212624936 c,EPIC 212624936,1,2,Transit,2021,K2,11.811437,,,,,,,5765,0.93,,-0.39,[Fe/H],4.4,561.929,13.8326
152,EPIC 212737443 b,EPIC 212737443,1,2,Transit,2019,K2,13.603,0.098,,0.2,,536,K3,4684,0.67,0.69,-0.137,[Fe/H],4.62,336.25,14.4776
153,EPIC 212737443 c,EPIC 212737443,1,2,Transit,2019,K2,65.55,0.28,,0.2,,316,K3,4684,0.67,0.69,-0.137,[Fe/H],4.62,336.25,14.4776
154,EPIC 220492298 b,EPIC 220492298,1,1,Transit,2021,K2,0.762406,,,,,,,5620,0.89,,0.28,[Fe/H],4.5,624.512,13.7756
155,EPIC 220554210 c,K2-282,1,2,Transit,2019,K2,0.70531,,,,,,,,,0.94,,,,496.289,13.8183
156,EPIC 220674823 b,EPIC 220674823,1,2,Transit,2016,K2,0.571331,0.0134,,,,2119,,5617,0.98,0.97,0.13,[Fe/H],4.45,244.59,11.9535
157,EPIC 220674823 c,EPIC 220674823,1,2,Transit,2016,K2,13.339079,0.1091,,,,741,,5617,0.98,0.97,0.13,[Fe/H],4.45,244.59,11.9535
158,EPIC 228836835 b,EPIC 228836835,1,1,Transit,2021,K2,0.728113,,,,,,,3782,0.32,,-0.18,[Fe/H],5,150.124,15.4185
159,EPIC 246851721 b,EPIC 246851721,2,1,Transit,2018,K2,6.180235,0.07229,953.49,,642,1401,F5 V,6202,1.59,1.32,0.141,[Fe/H],4.16,372.632,11.2549
160,EPIC 248847494 b,EPIC 248847494,1,1,Transit,2018,K2,3650,4.5,4131.79,0,0.19,183,,4898,2.7,0.9,-0.23,[Fe/H],3.52,551.886,12.1722
161,EPIC 249893012 b,EPIC 249893012,1,3,Transit,2020,K2,3.5951,0.047,8.75,0.06,1037,1616,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],3.99,321.296,11.4019
162,EPIC 249893012 c,EPIC 249893012,1,3,Transit,2020,K2,15.624,0.13,14.67,0.07,160,990,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],3.99,321.296,11.4019
163,EPIC 249893012 d,EPIC 249893012,1,3,Transit,2020,K2,35.747,0.22,10.18,0.15,53,752,G8 IV/V,5430,1.71,1.05,0.2,[Fe/H],3.99,321.296,11.4019
164,FU Tau b,FU Tau,1,1,Imaging,2008,Spitzer Space Telescope,,800,5085.28,,,2375,M7.25,2838,,0.05,,,,,15.2412
165,G 264-012 b,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,2.30538,0.02279,2.5,,20.5,587,M4.0 V,3326,0.3,0.3,0.1,[Fe/H],4.85,16.009,11.7617
166,G 264-012 c,G 264-012,1,2,Radial Velocity,2021,Calar Alto Observatory,8.0518,0.0525,3.75,,3.87,387,M4.0 V,3326,0.3,0.3,0.1,[Fe/H],4.85,16.009,11.7617
167,G 9-40 b,G 9-40,1,1,Transit,2019,K2,5.746007,0.0385,,0,7.2,456,M2.5 V,3348,0.31,0.29,0.04,[Fe/H],4.93,27.9276,12.7331
168,GJ 1061 b,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,3.204,0.021,1.37,0.31,3.8,,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],,3.67278,10.9889
169,GJ 1061 c,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,6.689,0.035,1.74,0.29,1.4,,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],,3.67278,10.9889
170,GJ 1061 d,GJ 1061,1,3,Radial Velocity,2020,La Silla Observatory,13.031,0.054,1.64,0.53,0.6,,M5.5 V,2953,0.16,0.12,-0.08,[Fe/H],,3.67278,10.9889
171,GJ 1132 b,GJ 1132,1,2,Transit,2015,Cerro Tololo Inter-American Observatory,1.628931,0.0153,1.66,0.22,,529,,3270,0.21,0.18,,,,12.613,12.138
172,GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,La Silla Observatory,8.929,0.0476,2.64,0.27,,300,,3270,0.21,0.18,,,,12.613,12.138
173,GJ 1148 b,GJ 1148,1,2,Radial Velocity,2010,W. M. Keck Observatory,41.38,0.166,96.7,0.38,,,,3287,0.36,0.34,,,4.87,11.0143,10.5769
174,GJ 1148 c,GJ 1148,1,2,Radial Velocity,2017,Calar Alto Observatory,532.58,0.912,68.06,0.342,,,,3287,0.36,0.34,,,4.87,11.0143,10.5769
175,GJ 1151 b,GJ 1151,1,1,Radial Velocity,2021,Multiple Observatories,2.018,0.01735,2.5,0,,,M4.5,,,,,,,8.03625,11.6938
176,GJ 1214 b,GJ 1214,1,1,Transit,2009,MEarth Project,1.58040433,0.0149,8.17,0.063,21,596,M4 V,3250,0.21,0.18,0.29,[Fe/H],5.03,14.6427,13.0089
177,GJ 1252 b,GJ 1252,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182349,0.00916,2.09,0,,1089,M3,3458,0.39,0.38,0.1,[Fe/H],,20.373,11.2364
178,GJ 1265 b,GJ 1265,1,1,Radial Velocity,2018,Calar Alto Observatory,3.6511,0.026,7.4,0.04,,,M4.5 V,3236,0.19,0.18,-0.04,[Fe/H],5.09,10.2525,12.0807
179,GJ 143 b,GJ 143,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,22.7,0.188,,422,K4.5,4640,0.69,0.73,0.003,[Fe/H],4.61,16.32,7.67906
180,GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,W. M. Keck Observatory,11.4407,0.072,3.03,0.094,,,M1,3607,0.38,0.38,-0.34,[Fe/H],4.87,3.56228,7.2162
181,GJ 15 A c,GJ 15 A,2,2,Radial Velocity,2018,Roque de los Muchachos Observatory,7600,5.4,36,0.27,,,M1,3607,0.38,0.38,-0.34,[Fe/H],4.87,3.56228,7.2162
182,GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,2014,Multiple Observatories,5.2354,0.053,10.2,0.06,,,M0 V,4347,,0.69,,,,25.8557,9.20154
183,GJ 163 b,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,8.63182,0.0607,10.6,0.073,,,,,,,,,,15.1285,10.6771
184,GJ 163 c,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,25.63058,0.1254,6.8,0.099,,,,,,,,,,15.1285,10.6771
185,GJ 163 d,GJ 163,1,3,Radial Velocity,2013,La Silla Observatory,603.95116,1.0304,29.4,0.373,,,,,,,,,,15.1285,10.6771
186,GJ 179 b,GJ 179,1,1,Radial Velocity,2009,W. M. Keck Observatory,2288,2.41,260.61,0.21,,,M3.5 V,3370,0.38,0.36,0.3,[Fe/H],4.83,12.356,10.7055
187,GJ 180 b,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,17.133,0.092,6.49,0.07,,,,,,0.43,,,,11.9407,9.93395
188,GJ 180 c,GJ 180,1,3,Radial Velocity,2014,Multiple Observatories,24.329,0.129,6.4,0.09,,,M2 V,3371,,0.43,,,,11.9407,9.93395
189,GJ 180 d,GJ 180,1,3,Radial Velocity,2020,Multiple Facilities,106.3,0.309,7.56,0.14,,,,,,0.43,,,,11.9407,9.93395
190,GJ 2056 b,GJ 2056,1,1,Radial Velocity,2020,Multiple Observatories,69.971,0.283,16.2,0.72,,,,,,0.62,,,,28.4434,9.72281
191,GJ 229 A c,GJ 229,2,2,Radial Velocity,2020,Multiple Facilities,121.995,0.339,7.268,0.19,,,,,,0.58,,,,5.75624,7.30724
192,GJ 229 b,GJ 229,2,2,Radial Velocity,2014,Multiple Observatories,526.115,0.898,8.478,0.1,,,,,,0.58,,,,5.75624,7.30724
193,GJ 251 b,GJ 251,1,1,Radial Velocity,2020,W. M. Keck Observatory,14.238,0.0818,4,0.1,2.53,351,M3.0 V,3451,0.36,0.36,-0.03,[Fe/H],4.96,5.58057,8.85518
194,GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,2014,Multiple Observatories,15.819,0.101,13,0.08,,,M0.5 V,3542,,0.53,,,,23.6062,10.579
195,GJ 273 b,GJ 273,1,2,Radial Velocity,2017,La Silla Observatory,18.6498,0.091101,2.89,0.1,1.06,,M3.5,3382,0.29,0.29,0.09,[Fe/H],,5.921535,
196,GJ 273 c,GJ 273,1,2,Radial Velocity,2017,La Silla Observatory,4.7234,0.036467,1.18,0.17,6.66,,M3.5,3382,0.29,0.29,0.09,[Fe/H],,5.921535,
197,GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,La Silla Observatory,133.71,0.49,1071.04,0.511,,350,G6 V,5540,0.9,0.9,0.1,[Fe/H],4.7,17.5559,6.39729
198,GJ 3082 b,GJ 3082,1,1,Radial Velocity,2020,Multiple Facilities,11.949,0.079,8.2,0.22,,,,,,0.47,,,,16.6186,10.2011
199,GJ 3138 b,GJ 3138,1,3,Radial Velocity,2017,La Silla Observatory,1.22003,0.0197,1.78,0.19,118.1,,M0,3717,0.5,0.68,-0.3,[Fe/H],,28.4712,10.1924
200,GJ 3138 c,GJ 3138,1,3,Radial Velocity,2017,La Silla Observatory,5.974,0.057,4.18,0.11,13.9,,M0,3717,0.5,0.68,-0.3,[Fe/H],,28.4712,10.1924
201,GJ 3138 d,GJ 3138,1,3,Radial Velocity,2017,La Silla Observatory,257.8,0.698,10.5,0.32,0.1,,M0,3717,0.5,0.68,-0.3,[Fe/H],,28.4712,10.1924
202,GJ 317 b,GJ 317,1,2,Radial Velocity,2007,W. M. Keck Observatory,695.66,1.151,557.1,0.07,,,,,,0.42,,,,15.1968,10.7539
203,GJ 317 c,GJ 317,1,2,Radial Velocity,2018,W. M. Keck Observatory,6739.323,5.23,522.5,0.17,,,,,,0.42,,,,15.1968,10.7539
204,GJ 328 b,GJ 328,1,1,Radial Velocity,2013,McDonald Observatory,4100,4.5,731,0.37,,,M1,3900,,0.69,0,[M/H],,20.5266,9.2861
205,GJ 3293 b,GJ 3293,1,4,Radial Velocity,2015,La Silla Observatory,30.5987,0.14339,23.54,0.06,1.07,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,10.9788
206,GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,La Silla Observatory,122.6196,0.36175,21.09,0.11,0.17,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,10.9788
207,GJ 3293 d,GJ 3293,1,4,Radial Velocity,2017,La Silla Observatory,48.1345,0.19394,7.6,0.12,0.59,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,10.9788
208,GJ 3293 e,GJ 3293,1,4,Radial Velocity,2017,La Silla Observatory,13.2543,0.08208,3.28,0.21,3.34,,M2.5,3466,0.4,0.42,0.02,[Fe/H],,20.1903,10.9788
209,GJ 3323 b,GJ 3323,1,2,Radial Velocity,2017,La Silla Observatory,5.3636,0.03282,2.02,0.23,2.58,,M4,3159,0.12,0.16,-0.27,[Fe/H],,5.37484,10.6467
210,GJ 3323 c,GJ 3323,1,2,Radial Velocity,2017,La Silla Observatory,40.54,0.1264,2.31,0.17,0.17,,M4,3159,0.12,0.16,-0.27,[Fe/H],,5.37484,10.6467
211,GJ 3341 b,GJ 3341,1,1,Radial Velocity,2015,La Silla Observatory,14.207,0.089,6.6,0.31,,,M2.5,3526,0.44,0.47,-0.09,[Fe/H],,23.619,11.1029
212,GJ 338 B b,GJ 338 B,2,1,Radial Velocity,2020,Calar Alto Observatory,24.45,0.141,10.27,0.11,,391,M0.0 V,4005,0.58,0.64,-0.03,[Fe/H],4.68,6.33256,7.04775
213,GJ 3470 b,GJ 3470,1,1,Radial Velocity,2012,La Silla Observatory,3.3366496,0.0355,13.9,,,594,,3600,0.55,0.54,0.2,[Fe/H],4.7,29.4214,11.3537
214,GJ 3473 b,GJ 3473,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.86,0,59.4,773,,3347,0.36,0.36,0.11,[Fe/H],4.81,27.3644,12.465
215,GJ 3473 c,GJ 3473,2,2,Radial Velocity,2020,Multiple Observatories,15.509,0.0876,7.41,0,1.95,329,,3347,0.36,0.36,0.11,[Fe/H],4.81,27.3644,12.465
216,GJ 3512 b,GJ 3512,1,1,Radial Velocity,2019,Calar Alto Observatory,203.59,0.338,147.15529,0.4356,,,M5.5 V,3081,0.14,0.12,-0.07,[Fe/H],,9.48637,13.1117
217,GJ 357 b,GJ 357,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.93072,0.035,1.84,,12.6,525,M2.5 V,3505,0.34,0.34,-0.12,[Fe/H],4.94,9.44181,9.88036
218,GJ 357 c,GJ 357,1,3,Radial Velocity,2019,Multiple Observatories,9.1247,0.061,3.4,,4.45,401,M2.5 V,3505,0.34,0.34,-0.12,[Fe/H],4.94,9.44181,9.88036
219,GJ 357 d,GJ 357,1,3,Radial Velocity,2019,Multiple Observatories,55.661,0.204,6.1,,0.38,220,M2.5 V,3505,0.34,0.34,-0.12,[Fe/H],4.94,9.44181,9.88036
220,GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,La Silla Observatory,2.64561,0.0287,8.4,0.08,,,M2.5,,0.43,0.45,,,,20.3779,10.9233
221,GJ 3779 b,GJ 3779,1,1,Radial Velocity,2018,Calar Alto Observatory,3.0232,0.026,8,0.07,,,M4.0 V,3324,0.28,0.27,0,[Fe/H],5.05,13.743,11.6266
222,GJ 393 b,GJ 393,1,1,Radial Velocity,2021,Multiple Observatories,7.02679,0.05402,1.71,,9.21,485,M2.0 V,3579,0.43,0.43,-0.09,[Fe/H],4.88,7.03149,8.67373
223,GJ 3942 b,GJ 3942,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,6.905,0.0608,7.14,0.121,,590,M0,3867,0.61,0.63,-0.04,[Fe/H],4.65,16.9287,9.40765
224,GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,2.64977,0.029,2.47,0,,,M1,3722,0.49,0.5,-0.16,[Fe/H],4.77,18.1459,9.98337
225,GJ 3998 c,GJ 3998,1,2,Radial Velocity,2016,Roque de los Muchachos Observatory,13.74,0.089,6.26,0.049,,,M1,3722,0.49,0.5,-0.16,[Fe/H],4.77,18.1459,9.98337
226,GJ 411 b,GJ 411,1,2,Radial Velocity,2019,Haute-Provence Observatory,12.946,0.0789,2.69,0.12,3.13,370,M1.5 V,3601,0.39,0.39,-0.09,[Fe/H],4.87,5.675773,
227,GJ 414 A b,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,50.8,0.2324,7.6,0.45,,309,K7 V,4120,0.68,0.65,0.24,[Fe/H],4.65,11.8893,7.72808
228,GJ 414 A c,GJ 414 A,2,2,Radial Velocity,2021,W. M. Keck Observatory,749.83,1.4,53.83,0.105,,125,K7 V,4120,0.68,0.65,0.24,[Fe/H],4.65,11.8893,7.72808
229,GJ 422 b,GJ 422,1,1,Radial Velocity,2014,Multiple Observatories,20.129,0.111,11.07,0.11,,,,,,0.35,,,,12.6631,10.4771
230,GJ 4276 b,GJ 4276,1,1,Radial Velocity,2019,Calar Alto Observatory,13.352,0.082,16.57,0.37,,,M4.0,3387,0.41,0.41,0.12,[Fe/H],4.97,21.3362,11.6605
231,GJ 433 b,GJ 433,1,3,Radial Velocity,2011,La Silla Observatory,7.3705,0.062,6.043,0.04,,,,,,0.48,,,,9.06456,8.89138
232,GJ 433 c,GJ 433,1,3,Radial Velocity,2014,Multiple Observatories,5094.105,4.819,32.422,0.12,,,,,,0.48,,,,9.06456,8.89138
233,GJ 433 d,GJ 433,1,3,Radial Velocity,2020,Multiple Facilities,36.059,0.178,5.223,0.07,,,,,,0.48,,,,9.06456,8.89138
234,GJ 436 b,GJ 436,1,1,Radial Velocity,2004,W. M. Keck Observatory,2.64388312,0.0291,22.1,0.13827,,,,,0.46,0.47,,,4.79,9.75321,9.57148
235,GJ 480 b,GJ 480,1,1,Radial Velocity,2020,Multiple Observatories,9.567,0.068,13.2,0.1,,,M3.5 Ve,,,0.45,,,,14.2358,10.3249
236,GJ 486 b,GJ 486,1,1,Radial Velocity,2021,Calar Alto Observatory,1.467119,0.01734,2.82,0.05,40.3,701,M3.5 V,3340,0.33,0.32,0.07,[Fe/H],,8.07426,10.094
237,GJ 504 b,GJ 504,1,1,Imaging,2013,Subaru Telescope,,43.5,1271.3,,,510,G0 V,6234,,1.22,0.28,[Fe/H],4.6,17.5299,5.04156
238,GJ 536 b,GJ 536,1,1,Radial Velocity,2016,La Silla Observatory,8.7076,0.06661,5.36,0.08,,,M1 V,3685,0.5,0.52,-0.08,[Fe/H],4.75,10.4092,8.85881
239,GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.3686,0.04061,15.8,0,,,,3396,0.33,0.31,,,4.89,6.2981,9.411
240,GJ 581 c,GJ 581,1,3,Radial Velocity,2007,La Silla Observatory,12.914,0.0721,5.5,0,,,,3396,0.33,0.31,,,4.89,6.2981,9.411
241,GJ 581 e,GJ 581,1,3,Radial Velocity,2009,La Silla Observatory,3.149,0.02815,1.7,0,,,,3396,0.33,0.31,,,4.89,6.2981,9.411
242,GJ 625 b,GJ 625,1,1,Radial Velocity,2017,Multiple Observatories,14.628,0.078361,2.82,0.13,,,M2,3499,0.31,0.3,-0.38,[Fe/H],4.94,6.47249,9.13702
243,GJ 649 b,GJ 649,1,1,Radial Velocity,2009,W. M. Keck Observatory,598.3,1.135,104.244,0.3,,,M1.5,3700,,0.54,0.08,[Fe/H],,10.3796,8.81875
244,GJ 667 C b,GJ 667 C,3,5,Radial Velocity,2011,La Silla Observatory,7.2004,0.0505,5.6,0.13,,,M1.5 V,3350,,0.33,-0.55,[Fe/H],4.69,7.24396,9.38033
245,GJ 667 C c,GJ 667 C,3,5,Radial Velocity,2011,La Silla Observatory,28.14,0.125,3.8,0.02,,,M1.5 V,3350,,0.33,-0.55,[Fe/H],4.69,7.24396,9.38033
246,GJ 667 C e,GJ 667 C,3,5,Radial Velocity,2013,La Silla Observatory,62.24,0.213,2.7,0.02,,,M1.5 V,3350,,0.33,-0.55,[Fe/H],4.69,7.24396,9.38033
247,GJ 667 C f,GJ 667 C,3,5,Radial Velocity,2013,La Silla Observatory,39.026,0.156,2.7,0.03,,,M1.5 V,3350,,0.33,-0.55,[Fe/H],4.69,7.24396,9.38033
248,GJ 667 C g,GJ 667 C,3,5,Radial Velocity,2013,La Silla Observatory,256.2,0.549,4.6,0.08,,,M1.5 V,3350,,0.33,-0.55,[Fe/H],4.69,7.24396,9.38033
249,GJ 674 b,GJ 674,1,1,Radial Velocity,2007,La Silla Observatory,4.6938,0.039,11.09,0.2,,,M2.5,3600,,0.35,-0.28,[Fe/H],,4.54896,8.33063
250,GJ 676 A b,GJ 676 A,2,4,Radial Velocity,2010,La Silla Observatory,1056.80005,1.82,1576.4368,0.33,,,,3734,0.69,0.73,0.08,[Fe/H],4.62,16.0272,8.86517
251,GJ 676 A c,GJ 676 A,2,4,Radial Velocity,2016,Paranal Observatory,7337,6.6,2161.244,,,,,,,,,,,16.0272,8.86517
252,GJ 676 A d,GJ 676 A,2,4,Radial Velocity,2012,La Silla Observatory,3.6005,,4.4,0.262,,,,,,,,,,16.0272,8.86517
253,GJ 676 A e,GJ 676 A,2,4,Radial Velocity,2012,La Silla Observatory,35.39,,8.1,0.125,,,,,,,,,,16.0272,8.86517
254,GJ 682 b,GJ 682,1,2,Radial Velocity,2014,Multiple Observatories,17.478,0.08,4.4,0.08,,,M3.5 V,3028,,0.27,,,,5.00671,9.57025
255,GJ 682 c,GJ 682,1,2,Radial Velocity,2014,Multiple Observatories,57.32,0.176,8.7,0.1,,,M3.5 V,3028,,0.27,,,,5.00671,9.57025
256,GJ 685 b,GJ 685,1,1,Radial Velocity,2019,Qatar,24.16,0.1344,9,0,,,M0.5,3816,0.54,0.55,-0.15,[Fe/H],4.72,14.3155,9.1671
257,GJ 687 b,GJ 687,1,2,Radial Velocity,2014,Lick Observatory,38.142,0.163,17.2,0.17,,,,,,0.4,,,,4.54939,8.02754
258,GJ 687 c,GJ 687,1,2,Radial Velocity,2020,Multiple Observatories,727.562,1.165,16,0.4,,,,,,0.4,,,,4.54939,8.02754
259,GJ 720 A b,GJ 720 A,2,1,Radial Velocity,2021,Roque de los Muchachos Observatory,19.466,0.119,13.64,0.12,,401,M0.5 V,3837,0.56,0.57,-0.14,[Fe/H],4.71,15.5575,9.10496
260,GJ 740 b,GJ 740,1,1,Radial Velocity,2021,Multiple Observatories,2.37756,0.029,2.96,0.24,79,829,M1.0 V,3913,0.56,0.58,0.08,[Fe/H],4.68,11.1017,8.45636
261,GJ 832 b,GJ 832,1,2,Radial Velocity,2008,Anglo-Australian Telescope,3657,3.56,216,0.08,,,,3472,,0.45,-0.3,[Fe/H],4.7,4.96435,7.73761
262,GJ 832 c,GJ 832,1,2,Radial Velocity,2014,Multiple Observatories,35.68,0.163,5.4,0.18,,,,3472,,0.45,-0.3,[Fe/H],4.7,4.96435,7.73761
263,GJ 849 b,GJ 849,1,2,Radial Velocity,2006,W. M. Keck Observatory,1915,,286.04557,,,,M3.5,,,0.49,0.22,[Fe/H],,8.80058,9.2245
264,GJ 849 c,GJ 849,1,2,Radial Velocity,2014,W. M. Keck Observatory,7068,,223.11554,,,,M3.5,,,0.49,0.22,[Fe/H],,8.80058,9.2245
265,GJ 86 b,GJ 86,2,1,Radial Velocity,1999,La Silla Observatory,15.76491,0.11,1404.8086,0.04,,,,5182,0.77,0.93,-0.22,[Fe/H],4.63,10.7836,5.88516
266,GJ 876 b,GJ 876,1,4,Radial Velocity,1998,Multiple Observatories,61.1166,0.208317,723.2235,0.0324,,,,,0.3,0.32,,,,4.67517,8.8753
267,GJ 876 c,GJ 876,1,4,Radial Velocity,2000,Multiple Observatories,30.0881,0.12959,226.9846,0.25591,,,,,0.3,0.32,,,,4.67517,8.8753
268,GJ 876 d,GJ 876,1,4,Radial Velocity,2005,W. M. Keck Observatory,1.93778,0.020807,6.83,0.207,,,,,0.3,0.32,,,,4.67517,8.8753
269,GJ 876 e,GJ 876,1,4,Radial Velocity,2010,W. M. Keck Observatory,124.26,0.3343,14.6,0.055,,,,,0.3,0.32,,,,4.67517,8.8753
270,GJ 887 b,GJ 887,1,2,Radial Velocity,2020,La Silla Observatory,9.262,0.068,4.2,0,7.95,468,M1 V,3688,0.47,0.49,-0.06,[Fe/H],4.78,3.29,
271,GJ 887 c,GJ 887,1,2,Radial Velocity,2020,La Silla Observatory,21.789,0.12,7.6,,2.56,352,M1 V,3688,0.47,0.49,-0.06,[Fe/H],4.78,3.29,
272,GJ 9066 b,GJ 9066,1,2,Radial Velocity,2020,Multiple Observatories,241.883,0.403,30.9,0.18,,,M4.5 V,,,0.15,,,,4.471,10.6711
273,GJ 9066 c,GJ 9066,1,2,Radial Velocity,2020,Multiple Observatories,767.887,0.87,71.6,0.33,,,M4.5 V,,,0.15,,,,4.471,10.6711
274,GJ 96 b,GJ 96,1,1,Radial Velocity,2018,Haute-Provence Observatory,73.94,0.291,19.66,0.44,,,M2,3785,,0.6,0.14,[Fe/H],,11.9315,8.63186
275,GJ 9689 b,GJ 9689,1,1,Radial Velocity,2020,Roque de los Muchachos Observatory,18.27,0.1139,9.65,0.29,,453,M0.5,3836,0.57,0.59,0.05,[Fe/H],4.69,30.6203,10.5372
276,GJ 9827 b,GJ 9827,1,3,Transit,2017,K2,1.2089819,0.0188,4.91,0,,,,4340,0.6,0.61,-0.26,[m/H],4.66,29.661,9.83773
277,GJ 9827 c,GJ 9827,1,3,Transit,2017,K2,3.6480957,0.03925,0.84,0,,,,4340,0.6,0.61,-0.26,[m/H],4.66,29.661,9.83773
278,GJ 9827 d,GJ 9827,1,3,Transit,2017,K2,6.2014698,0.05591,4.04,0,,,,4340,0.6,0.61,-0.26,[m/H],4.66,29.661,9.83773
279,GPX-1 b,GPX-1,1,1,Transit,2021,Acton Sky Portal Observatory,1.744579,0.0338,6261.21962,0,4650,2300,F2,7000,1.56,1.68,0.35,[Fe/H],4.27,655.013,12.2228
280,GQ Lup b,GQ Lup,1,1,Imaging,2004,Paranal Observatory,,100,6356,,,2650,K7e V,,,0.7,,,,151.169,11.2608
281,GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,Palomar Observatory,,320,5000,,,2300,K7,4200,,0.9,,,,108.5,11.8633
282,GU Psc b,GU Psc,1,1,Imaging,2014,Gemini Observatory,,2000,3591.3,,,1050,M3,,,0.33,0.1,[Fe/H],,47.5501,12.9656
283,Gl 378 b,Gl 378,1,1,Radial Velocity,2019,Haute-Provence Observatory,3.822,0.039435,13.02,0.109,,830,M1,3879,0.56,0.56,0.06,[Fe/H],,14.9545,9.26515
284,Gl 49 b,Gl 49,2,1,Radial Velocity,2019,Multiple Observatories,13.8508,0.0905,5.63,0.363,,,M1.5 V,3805,0.51,0.52,0.13,[Fe/H],4.69,9.8528,8.66282
285,Gl 686 b,Gl 686,1,1,Radial Velocity,2018,Roque de los Muchachos Observatory,15.53,0.091,6.624,0.05,,,,3656,0.43,0.43,-0.23,[Fe/H],4.87,8.15728,8.73899
286,HAT-P-1 b,HAT-P-1,2,1,Transit,2006,HATNet,4.46529976,0.05561,166.86075,,,1322,,5980,1.17,1.15,0.13,[Fe/H],4.36,158.979,10.1786
287,HAT-P-11 b,HAT-P-11,1,2,Transit,2008,HATNet,4.88780244,0.05254,23.4,0.218,,,,4780,0.68,0.81,0.31,[Fe/H],,37.7647,9.15098
288,HAT-P-11 c,HAT-P-11,1,2,Radial Velocity,2018,W. M. Keck Observatory,3407,4.13,507,0.601,,,,4780,0.68,0.81,0.31,[Fe/H],,37.7647,9.15098
289,HAT-P-12 b,HAT-P-12,1,1,Transit,2009,HATNet,3.2130598,0.0384,67.059,0,,963,K4,4650,0.7,0.73,-0.29,[Fe/H],4.61,142.751,12.4197
290,HAT-P-13 b,HAT-P-13,1,2,Transit,2009,HATNet,2.91625,,270.462,0.0133,,,,,,,,,,246.81,10.4168
291,HAT-P-13 c,HAT-P-13,1,2,Radial Velocity,2009,W. M. Keck Observatory,446.27,,4538.421,0.6616,,,,,,,,,,246.81,10.4168
292,HAT-P-14 b,HAT-P-14,2,1,Transit,2010,HATNet,4.62767,,1093.3352,0.11,,,,6600,1.82,2.65,0.11,[Fe/H],4.25,222.663,9.87283
293,HAT-P-15 b,HAT-P-15,1,1,Transit,2010,HATNet,10.8635,,616.5902,0.19,,,,5568,1.07,1,0.22,[Fe/H],4.38,192.516,11.7232
294,HAT-P-16 b,HAT-P-16,3,1,Transit,2010,HATNet,2.77596,0.0413,1332.605,0.036,,1626,F8,6158,1.24,1.22,0.17,[Fe/H],4.34,226.637,10.7568
295,HAT-P-17 b,HAT-P-17,1,2,Transit,2010,HATNet,10.33852,,184.3414,0.35,,,,5246,0.87,0.99,0,[Fe/H],4.53,92.3831,10.2743
296,HAT-P-17 c,HAT-P-17,1,2,Radial Velocity,2010,W. M. Keck Observatory,5584,5.6,1080.6,0.39,,,,5336.96,0.84,0.92,0.051,[M/H],4.55,92.3831,10.2743
